"id","m_element","meaning"
"14271","胥","together"
"14272","胥","mutual"
"14273","胥","subordinate official"
"14274","胙","offerings to gods"
"14275","胝","chap"
"14276","胝","crack"
"14277","胝","callus"
"14278","胄","lineage"
"14279","胄","bloodline"
"14280","胚","embryo"
"14281","胖","half a sacrifice"
"14282","胖","ribs"
"14283","胖","abundant"
"14284","胖","plentiful"
"14285","脉","vein (blood, ore)"
"14286","脉","pulse"
"14287","脉","hope"
"14288","胯","crotch"
"14289","胱","bladder"
"14290","脛","leg"
"14291","脛","shin"
"14292","脩","dried meat"
"14293","脣","lip"
"14294","脯","dried meat"
"14295","腋","armpit"
"14296","腋","side"
"14297","隋","name of a Chinese dynasty"
"14298","隋","remains of scarifice"
"14299","隋","bury"
"14300","隋","fall"
"14301","隋","sag"
"14302","腆","much"
"14303","腆","abundant"
"14304","腆","kind"
"14305","腆","considerate"
"14306","脾","spleen"
"14307","腓","calf (of leg)"
"14308","腑","viscera"
"14309","腑","bowels"
"14310","胼","callus"
"14311","胼","corn"
"14312","腱","tendon"
"14313","腮","jaw"
"14314","腥","bloody"
"14315","腥","smelling of fish"
"14316","腥","raw smelling"
"14317","腦","brain"
"14318","腦","memory"
"14319","腴","fat"
"14320","腴","grease"
"14321","腴","growing fat"
"14322","膃","fat"
"14323","膃","corpulent"
"14324","膈","diaphragm"
"14325","膊","arm"
"14326","膀","bladder"
"14327","膂","backbone"
"14328","膠","glue"
"14329","膠","isinglass"
"14330","膕","hollow of knee"
"14331","膤","snow"
"14332","膤","(kokuji)"
"14333","膣","vagina"
"14334","腟","vagina"
"14335","膓","guts"
"14336","膓","bowels"
"14337","膓","intestines"
"14338","膓","viscera"
"14339","膩","smooth"
"14340","膩","oily"
"14341","膰","offerings to gods"
"14342","膵","pancreas"
"14343","膵","(kokuji)"
"14344","膾","raw fish salad"
"14345","膸","marrow"
"14346","膸","pith"
"14347","膽","gall bladder"
"14348","膽","bravery"
"14349","膽","courage"
"14350","臀","buttocks"
"14351","臀","hips"
"14352","臀","butt"
"14353","臀","rear"
"14354","臂","elbow"
"14355","膺","breast"
"14356","膺","strike"
"14357","臉","area between eye and cheek"
"14358","臉","face"
"14359","臍","navel"
"14360","臑","leg"
"14361","臑","shin"
"14362","臙","rouge"
"14363","臘","12th lunar month"
"14364","臈","year-end sacrifice"
"14365","臈","dried meat"
"14366","臚","skin"
"14367","臚","tell"
"14368","臚","report"
"14369","臟","viscera"
"14370","臟","bowels"
"14371","臠","witness"
"14372","臧","good"
"14373","臧","bribe"
"14374","臧","servant"
"14375","臺","stand"
"14376","臺","counter for vehicles"
"14377","臻","arrive"
"14378","臻","reach"
"14379","臻","gather"
"14380","臾","a little while"
"14381","臾","urging"
"14382","舁","bear"
"14383","舁","carry"
"14384","舂","pound (mortar)"
"14385","舂","sink"
"14386","舂","set (sun)"
"14387","舅","father-in-law"
"14388","與","participate in"
"14389","與","give"
"14390","與","award"
"14391","與","impart"
"14392","與","provide"
"14393","與","cause"
"14394","舊","old things"
"14395","舊","old friend"
"14396","舊","old times"
"14397","舊","former"
"14398","舊","ex-"
"14399","舍","inn"
"14400","舍","hut"
"14401","舍","house"
"14402","舍","mansion"
"14403","舐","lick"
"14404","舐","lap up"
"14405","舐","burn up"
"14406","舐","taste"
"14407","舐","undergo"
"14408","舐","underrate"
"14409","舐","despise"
"14410","舖","shop"
"14411","舖","store"
"14412","舩","boat"
"14413","舩","ship"
"14414","舩","vessel"
"14415","舫","moor"
"14416","舫","berth"
"14417","舸","large boat"
"14418","舳","bow"
"14419","舳","prow"
"14420","艀","sampan"
"14421","艀","lighter"
"14422","艀","barge"
"14423","艙","hold (ship)"
"14424","艘","counter for small boats"
"14425","艝","sled"
"14426","艝","sleigh"
"14427","艝","(kokuji)"
"14428","艚","boat"
"14429","艟","fighting ship"
"14430","艤","landing a boat"
"14431","艢","bow"
"14432","艢","stern"
"14433","艨","fighting ship"
"14434","艪","oar"
"14435","艪","tower"
"14436","艫","stern (of ship)"
"14437","舮","bow or prow of boat"
"14438","艱","difficult"
"14439","艱","trying"
"14440","艱","be distressed"
"14441","艱","parent's funeral ceremony"
"14442","艱","mourning"
"14443","艱","perilous"
"14444","艷","luster"
"14445","艷","glaze"
"14446","艷","polish"
"14447","艷","charm"
"14448","艷","colorful"
"14449","艷","captivating"
"14450","艸","grass"
"14451","艸","plants"
"14452","艸","grass radical (no. 140)"
"14453","艾","moxa"
"14454","艾","sagebrush"
"14455","艾","wormwood"
"14456","艾","mugwort"
"14457","芍","peony"
"14458","芒","pampas grass"
"14459","芒","beard (grain)"
"14460","芫","type of vetch"
"14461","芟","cut"
"14462","芟","clip"
"14463","芟","trim"
"14464","芟","harvest"
"14465","芟","mow"
"14466","芻","grass cutting"
"14467","芻","hay"
"14468","芬","perfume"
"14469","苡","adlay"
"14470","苡","plantain"
"14471","苣","torch"
"14472","苟","any"
"14473","苟","at all"
"14474","苟","in the least"
"14475","苒","flourishing"
"14476","苒","luxuriant"
"14477","苴","husk"
"14478","苴","bract"
"14479","苴","straw wrapper"
"14480","苴","souvenir gift"
"14481","苴","bribe"
"14482","苳","butterbur"
"14483","苳","bog rhubarb"
"14484","苺","strawberry"
"14485","莓","wild strawberry"
"14486","范","bee"
"14487","范","law"
"14488","范","casting mould"
"14489","苻","kudzu-like plant"
"14490","苹","duckweed"
"14491","苹","mugwort"
"14492","苞","husk"
"14493","苞","bract"
"14494","苞","straw wrapper"
"14495","苞","souvenir gift"
"14496","苞","bribe"
"14497","茆","garden"
"14498","茆","farm"
"14499","茆","yard"
"14500","苜","clover"
"14501","苜","medic"
"14502","茉","jasmine"
"14503","苙","type of herb"
"14504","苙","pigsty"
"14505","茵","cushion"
"14506","茵","mattress"
"14507","茴","fennel"
"14508","茖","mountain leek"
"14509","茖","garlic"
"14510","茲","here"
"14511","茱","river ginger tree"
"14512","茱","oleaster"
"14513","荀","type of plant"
"14514","荀","proper name"
"14515","茹","boil"
"14516","茹","seethe"
"14517","荐","mat"
"14518","荐","repeatedly"
"14519","荅","adzuki beans"
"14520","荅","thick"
"14521","茯","type of mushroom"
"14522","茫","wide"
"14523","茫","extensive"
"14524","茗","tea"
"14525","茘","scallion"
"14526","茘","small onion"
"14527","莅","proceed to"
"14528","莅","assume a post"
"14529","莚","straw mat"
"14530","莪","type of thistle"
"14531","莟","bud (plant)"
"14532","莢","pod"
"14533","莢","hull"
"14534","莢","husk"
"14535","莢","shell"
"14536","莢","case"
"14537","莖","stem"
"14538","莖","stalk"
"14539","茣","mat"
"14540","茣","matting"
"14541","莎","sedge"
"14542","莇","Chinese matrimony vine"
"14543","莇","tilling public fields"
"14544","莇","corvee"
"14545","莇","surname"
"14546","莊","broom"
"14547","荼","a weed"
"14548","莵","dodder (plant)"
"14549","荳","bean"
"14550","荳","nutmeg"
"14551","荵","hare's foot fern"
"14552","莠","appears good but is bad"
"14553","莠","type of weed which resembles rice"
"14554","莉","jasmine"
"14555","莨","tobacco"
"14556","菴","hermitage"
"14557","萓","day lily"
"14558","菫","the violet"
"14559","菎","a kind of fragrant herb"
"14560","菽","beans"
"14561","萃","collect"
"14562","萃","gather"
"14563","萃","assemble"
"14564","菘","type of rape plant"
"14565","萋","luxuriant growth"
"14566","萋","beautiful"
"14567","菁","turnip"
"14568","菷","broom"
"14569","萇","type of plant"
"14570","菠","spinach"
"14571","菲","thin"
"14572","菲","inferior"
"14573","萍","floating plants"
"14574","萢","bog"
"14575","萢","wetlands"
"14576","萢","used in proper names"
"14577","萢","(kokuji)"
"14578","萠","show symptoms of"
"14579","萠","sprout"
"14580","萠","bud"
"14581","萠","malt"
"14582","莽","grass"
"14583","莽","grassy field"
"14584","萸","oleaster"
"14585","萸","river ginger tree"
"14586","蔆","water chestnut"
"14587","菻","kind of thistle"
"14588","葭","reed"
"14589","萪","type of wisteria"
"14590","萼","calyx"
"14591","萼","cup"
"14592","蕚","calyx"
"14593","蕚","cup"
"14594","蒄","type of plant"
"14595","葷","garlic"
"14596","葫","garlic"
"14597","蒭","to cut grass"
"14598","蒭","hay"
"14599","蒭","fodder"
"14600","葮","rose of Sharon"
"14601","葮","althea"
"14602","蒂","peduncle"
"14603","蒂","stem of plants"
"14604","葩","flower"
"14605","葩","petal"
"14606","葆","dense growth"
"14607","葆","keep"
"14608","葆","adhere to"
"14609","葆","conceal"
"14610","萬","ten thousand"
"14611","萬","10,000"
"14612","葯","pollen pod at tip of stamen"
"14613","葯","type of tall grass"
"14614","葹","cocklebur"
"14615","萵","lettuce"
"14616","蓊","flower stalk"
"14617","蓊","vigorous growth"
"14618","葢","cover"
"14619","葢","lid"
"14620","葢","flap"
"14621","蒹","type of reed"
"14622","蒿","mugwort"
"14623","蒟","devil's tongue (plant)"
"14624","蓙","mat"
"14625","蓙","matting"
"14626","蓙","(kokuji)"
"14627","蓍","yarrow"
"14628","蓍","sericea"
"14629","蓍","stalks used for divination"
"14630","蒻","a kind of water plant"
"14631","蓚","(used only in compounds)"
"14632","蓐","bed"
"14633","蓁","dense growth"
"14634","蓁","thicket"
"14635","蓆","straw mat"
"14636","蓆","matting"
"14637","蓖","castor-oil plant"
"14638","蒡","burdock"
"14639","蔡","type of tortoise used for divination"
"14640","蓿","clover"
"14641","蓿","medic"
"14642","蓴","type of water plant"
"14643","蔗","sugar cane"
"14644","蔘","luxurious growth of grass"
"14645","蔬","greens"
"14646","蔬","vegetables"
"14647","蔟","gather together"
"14648","蔕","calyx"
"14649","蔕","stem"
"14650","蔔","giant radish"
"14651","蔔","daikon"
"14652","蓼","luxurious grass"
"14653","蓼","a smartweed"
"14654","蕀","milwort"
"14655","蕣","rose of Sharon"
"14656","蕣","althea"
"14657","蕘","firewood"
"14658","蕈","mushroom"
"14659","蕈","toadstool"
"14660","蕈","fungus"
"14661","蕁","a kind of grass"
"14662","蘂","pistil"
"14663","蘂","stamen"
"14664","蕋","pistil"
"14665","蕋","stamen"
"14666","蕕","foul-smelling grass"
"14667","薀","pile up"
"14668","薀","store"
"14669","薀","hornwort"
"14670","薤","scallion"
"14671","薤","shallot"
"14672","薈","luxuriant vegetation"
"14673","薑","ginger"
"14674","薊","thistle"
"14675","薨","die"
"14676","蕭","a weed"
"14677","蕭","mugwort"
"14678","蕭","lonely"
"14679","蕭","silent"
"14680","蕭","calm"
"14681","薔","water pepper"
"14682","薛","type of mugwort"
"14683","藪","thicket"
"14684","藪","bush"
"14685","藪","underbrush"
"14686","藪","grove"
"14687","薇","an edible fern"
"14688","薜","type of vine"
"14689","蕷","yam"
"14690","蕾","bud (plants, mushrooms not yet opened)"
"14691","薐","spinach"
"14692","藉","carpet"
"14693","藉","lend"
"14694","藉","borrow"
"14695","藉","make excuses"
"14696","藉","spread out"
"14697","薺","water-chestnuts"
"14698","薺","caltrop"
"14699","藏","hide"
"14700","藏","own"
"14701","藏","have"
"14702","藏","possess"
"14703","薹","seed pod"
"14704","藐","make light of"
"14705","藐","far away"
"14706","藐","beautiful"
"14707","藕","lotus"
"14708","藕","lotus root"
"14709","藕","arrowroot"
"14710","藝","art"
"14711","藝","craft"
"14712","藝","performance"
"14713","藝","acting"
"14714","藝","trick"
"14715","藝","stunt"
"14716","藥","medicine"
"14717","藥","chemical"
"14718","藥","enamel"
"14719","藥","gunpowder"
"14720","藥","benefit"
"14721","藜","goosefoot"
"14722","藜","wild spinach"
"14723","藹","flourishing"
"14724","藹","luxuriant"
"14725","藹","harmonize"
"14726","藹","graceful"
"14727","藹","noble"
"14728","藹","refined"
"14729","蘊","pile up"
"14730","蘓","be resurrected"
"14731","蘓","resuscitated"
"14732","蘓","revived"
"14733","蘋","duckweed"
"14734","藾","type of mugwort"
"14735","藾","cover"
"14736","藾","hide"
"14737","藺","rush, used for tatami covers"
"14738","藺","surname"
"14739","蘆","reed"
"14740","蘆","rush"
"14741","蘢","dragon grass"
"14742","蘚","moss"
"14743","蘰","surname"
"14744","蘰","(kokuji)"
"14745","蘿","ivy"
"14746","虍","tiger spots"
"14747","虍","mottled"
"14748","虍","tiger or tiger crown radical (no. 141)"
"14749","乕","tiger"
"14750","乕","brave"
"14751","乕","fierce"
"14752","乕","surname"
"14753","虔","respect"
"14754","號","mark"
"14755","號","sign"
"14756","號","symbol"
"14757","號","number"
"14758","虧","wane (moon)"
"14759","虱","lice"
"14760","虱","vermin"
"14761","蚓","earthworm"
"14762","蚣","centipede"
"14763","蚣","grasshopper"
"14764","蚩","fool"
"14765","蚩","make a fool of"
"14766","蚪","tadpole"
"14767","蚋","gnat"
"14768","蚋","sand fly"
"14769","蚌","clam"
"14770","蚶","ark shell"
"14771","蚯","earthworm"
"14772","蛄","mole cricket"
"14773","蛄","cicada"
"14774","蛆","worm"
"14775","蛆","grub"
"14776","蛆","maggot"
"14777","蚰","millipede"
"14778","蛉","dragonfly"
"14779","蛉","moon moth"
"14780","蠣","oyster"
"14781","蚫","abalone"
"14782","蚫","dried fish"
"14783","蚫","surname"
"14784","蛔","intestinal worms"
"14785","蛞","kind of slug"
"14786","蛩","cricket"
"14787","蛬","cricket"
"14788","蛟","dragon"
"14789","蛛","spider"
"14790","蛯","shrimp"
"14791","蛯","(kokuji)"
"14792","蜒","meandering"
"14793","蜒","serpentine"
"14794","蜆","fresh-water clam"
"14795","蜈","centipede"
"14796","蜀","green caterpillar"
"14797","蜀","Szechwan"
"14798","蜃","clam"
"14799","蛻","insect moulting"
"14800","蜑","egg"
"14801","蜉","kind of ant"
"14802","蜉","may fly"
"14803","蜍","toad"
"14804","蛹","chrysalis"
"14805","蛹","pupa"
"14806","蜊","a kind of bivalve"
"14807","蜴","lizard"
"14808","蜿","meandering"
"14809","蜷","an edible river snail"
"14810","蜻","dragonfly"
"14811","蜥","a lizard"
"14812","蜩","clear-toned cicada"
"14813","蜚","beetle"
"14814","蜚","cockroach"
"14815","蝠","bat"
"14816","蝟","hedgehog"
"14817","蝸","snail"
"14818","蝌","tadpole"
"14819","蝎","scorpion"
"14820","蝴","butterfly"
"14821","蝗","locust"
"14822","蝨","lice"
"14823","蝨","vermin"
"14824","蝮","viper"
"14825","蝮","adder"
"14826","蝮","asp"
"14827","蝙","bat"
"14828","蝓","slug"
"14829","蝓","snail"
"14830","蝣","mayfly"
"14831","蝪","lizard"
"14832","蠅","fly"
"14833","螢","firefly"
"14834","螟","injurious parasite"
"14835","螂","mantis"
"14836","螯","claws"
"14837","蟋","cricket"
"14838","蟋","grasshopper"
"14839","螽","grasshopper"
"14840","蟀","cricket"
"14841","蟀","grasshopper"
"14842","蟐","toad"
"14843","蟐","mantis"
"14844","蟐","(ghost kanji)"
"14845","蟐","(kokuji)"
"14846","雖","although"
"14847","雖","however"
"14848","螫","bee sting"
"14849","蟄","hibernation of insects"
"14850","螳","mantis"
"14851","蟇","toad"
"14852","蟆","toad"
"14853","螻","mole cricket"
"14854","蟯","intestinal worm"
"14855","蟲","insect"
"14856","蟲","bug"
"14857","蟲","temper"
"14858","蟠","coiled up"
"14859","蠏","crab"
"14860","蠍","scorpion"
"14861","蟾","toad"
"14862","蟶","razor clam"
"14863","蟷","mantis"
"14864","蠎","python"
"14865","蠎","boa constrictor"
"14866","蟒","boa constrictor"
"14867","蟒","python"
"14868","蠑","newt"
"14869","蠑","turban shell"
"14870","蠖","inchworm"
"14871","蠖","geometer"
"14872","蠕","crawling of a worm"
"14873","蠢","wriggle"
"14874","蠡","worm-eaten"
"14875","蠡","conch"
"14876","蠱","rice worm"
"14877","蠱","lead astray"
"14878","蠶","silkworms"
"14879","蠹","moth"
"14880","蠹","insects which eat into clot"
"14881","蠧","worm-eaten"
"14882","蠻","barbarian"
"14883","衄","nosebleed"
"14884","衂","nosebleed"
"14885","衒","show off"
"14886","衒","display"
"14887","衒","pretend"
"14888","衙","government office"
"14889","衞","defense"
"14890","衢","crossroads"
"14891","衫","thin kimono"
"14892","袁","long kimono"
"14893","衾","quilt"
"14894","衾","bedding"
"14895","袞","imperial robes"
"14896","衵","everyday clothing"
"14897","衵","underwear"
"14898","衽","neck of a garment"
"14899","衽","gusset"
"14900","衽","gore"
"14901","袵","neck of a garment"
"14902","袵","gusset"
"14903","袵","gore"
"14904","衲","mend"
"14905","衲","priestly vestments"
"14906","衲","priest"
"14907","袂","sleeve"
"14908","袂","foot (of hill)"
"14909","袂","edge"
"14910","袗","thin kimono"
"14911","袗","embroidery"
"14912","袒","baring the shoulder"
